,date_of_fail,product_description,country_of_origin,producer_name,reason_for_fail,results,units,reference,food_category,test_applied,holding_order_number,category   ,result/s,category,test_applied/_reason_for_fail,results/units,results_/_units.1,result,results_in_mg_per_kg
1441,2022-09-26,Peanut snacks,Nigeria,Emphil Intergrated Links Ltd,Aflatoxin,,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,0.18,
1442,2022-09-26,Green sultanas,India,Utility Impex (India),Carbendazim,,mg/kg,FSC 1.4.2,Surveillance,Fruit & vegetable residue screen,,,,,,,,0.61,
1443,2022-09-27,Spiced peanuts,India,Haldiram Foods International Pvt Ltd,Aflatoxin,,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,1.111,
1444,2022-09-30,Dried shrimp,Vietnam,Cuong Thinh Phat Food Company Limited,Nitrofurazone,,mg/kg,FSC 1.4.2,Risk,Nitrofurans,,,,,,,,0.003,
1445,2022-09-30,Roasted peanuts,India,Malabar Natural Foods Pvt Ltd,Aflatoxin,,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,0.02,
1446,2022-09-30,Frozen blueberries,Canada,Alex Ingredients Inc,Spirotetramat detected in excess of MRL,,mg/kg,FSC 1.4.2,Surveillance,Fruit & vegetable residue screen,,,,,,,,7.1,
1447,2022-10-07,Dragon fruit,Vietnam,Goodlife Holdings Company,,,mrl,FSC 1.4.2,Surveillance,Not Applied,,,,,,,0.11 mg/kg,,
1448,2022-10-11,Dried seaweed vegetable,China,Dalian Jinying Marine Products Co Ltd,,,permitted,BSW 12/2021,Risk,Not Applied,,,,,,,1100 mg/kg,,
1449,2022-10-12,Granulated peanuts,China,Shandong Fengsheng Foods Co Ltd (Shandong China),,,permitted,NUT 11/2018,Risk,Not Applied,,,,,,,0.067 mg/kg,,
1450,2022-10-13,Peanut masala,India,M H Foods,,,permitted,NUT 11/2018,Risk,Not Applied,,,,,,,0.1 mg/kg,,
1451,2022-10-13,Peanut bars,India,Visnukumar Traders Pvt Ltd,,,permitted,NUT 11/2018,Risk,Not Applied,,,,,,,0.03 mg/kg,,
1452,2022-10-19,Blood clam,Indonesia,Koperasi Serba Usaha Adi Jaya Lestari,,,permitted,MOL 12/2021,Risk,Not Applied,,,,,,,"<2, 8, <2, <2, <2 MPN/g",,
1453,2022-10-20,Dried longan meat,Thailand,Thai Top Choice Export Company Ltd (Thailand),,,food,FSC 1.4.2,Surveillance,Not Applied,,,,,,,0.09 mg/kg,,
1454,2022-10-20,Dried longan meat,Thailand,Thai Top Choice Export Company Ltd (Thailand),,,food,FSC 1.4.2,Surveillance,Not Applied,,,,,,,0.02 mg/kg,,
1455,2022-10-21,Frozen minced green molokhia,Egypt,Orouba For Food Industry Co,,,mrl,FSC 1.4.2,Surveillance,Not Applied,,,,,,,0.02 mg/kg,,
1456,2022-10-24,Chilli powder,South Africa,Osman's Spice Works Cc (Durban South Africa),,,detected,SPI 06/2019,Risk,Not Applied,,,,,,,Detected /125g,,
1457,2022-10-24,Frozen green peas,China,Shanghai Dongmei Import And Export Co Ltd,,,mrl,FSC 1.4.2,Surveillance,Not Applied,,,,,,,0.05 mg/kg,,
1458,2022-10-24,Breakfast cereal,Nigeria,Feco Foods Industries Limited,,,food,FSC 1.3.2,Surveillance,Not Applied,,,,,,,,5.0,
1459,2022-10-26,Giant taro,Tonga,Vava'u Pasifika Trade,,,macrorrhiza,FSC 1.4.4,Risk,Not Applied,,,,,,,,,
1460,2022-10-27,Rice - milled (Oryza sativa),Japan,"Shimizu Katsumasa Beikokuten Co., Ltd",,,contamination,Imported Food Control Act Section 3(2),Surveillance,Not Applied,,,,,,,,,
1461,2022-10-27,Fish balls,China,Shenzhen Proway Leather Products,,,detected,FSH 07/2018,Risk,Not Applied,,,,,,,Detected /125g,,
1462,2022-10-27,Vannamei prawn cooked peeled and deveined,Vietnam,Seavina Joint Stock Company,,,detected,CRU 11/2020,Risk,Not Applied,,,,,,,Detected /125g,,
1463,2022-10-31,Seasoned spicy baby octopus,China,Shanghai Yangqi Foods Co Ltd,,,food,FSC 1.3.1,Surveillance,Not Applied,,,,,,,,127.0,
1464,2022-10-10,Polyflora honey,Malaysia,Rinting Harmoni Resources,Evidence of blended or artificial honey being misrepresented as honey as indicated by C4 analysis.,,protein,FSC 2.8.2,Surveillance,Evidence of blended or artificial honey being misrepresented as honey as indicated by C4 analysis.,,,,,,,,,
1465,2022-10-10,Polyflora honey,Malaysia,Rinting Harmoni Resources,Evidence of blended or artificial honey being misrepresented as honey as indicated by C4 analysis. ,,protein,FSC 2.8.2,Surveillance,Evidence of blended or artificial honey being misrepresented as honey as indicated by C4 analysis. ,,,,,,,,,
1466,2022-10-10,Polyflora honey,Malaysia,Rinting Harmoni Resources,Moisture content in excess of level permitted,,none,FSC 2.8.2,Surveillance,Not Applied,,,,,,,,21.6,
1467,2022-11-02,Frozen crab meat,Vietnam,Cong Ty Tnhh Thuy San Duc Thanh,Nitrofurazone,,mg/kg,FSC 1.4.2,Surveillance,Nitrofurans,,,,,,,,0.012,
1468,2022-11-02,Kelp,China,Guangzhou Jianhuanhang Trading Co. Ltd,Iodine,,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,2800.0,
1469,2022-11-04,Mackerel fillet,Vietnam,Viet Trang Co Ltd,Histamine,,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,424.0,
1470,2022-11-07,Coated peanuts,China,"Guangodng Hongrun Food Co.,Ltd.",Aflatoxin,,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,0.16,
1471,2022-11-07,Mixed fruit jam,India,Dorsal Expoventure Private Limited,Vitamin A,,none,FSC 1.3.2,Surveillance,Composition,,,,,,,,,
1472,2022-11-07,Gorgonzola piccante (blue cheese),Italy,Arrigoni Battista Spa,Listeria,,g,FSC 1.6.1,Risk,Not Applied,,,,,,,,125.0,
1473,2022-11-10,Dried seedless red date,China,Yi Cheng Da Shan He Mushroom Technology,Cyhalothrin,,mg/kg,FSC 1.4.2,Surveillance,Fruit & vegetable residue screen,,,,,,,,0.01,
1474,2022-11-10,Dried seedless red date,China,Yi Cheng Da Shan He Mushroom Technology,Propargite not permitted in this food,,mg/kg,FSC 1.4.2,Surveillance,Not Applied,,,,,,,,0.13,
1475,2022-11-11,Fufu mix (plantain & cocoyam),United States,Adusei Corporation,Vitamin A,,none,FSC 1.3.2,Surveillance,Composition,,,,,,,,,
1476,2022-11-11,Toor dall,Myanmar,Ays Mfg Co Ltd,Chlorpyrifos,,mg/kg,FSC 1.4.2,Surveillance,Fruit & vegetable residue screen,,,,,,,,0.03,
1477,2022-11-14,Breakfast cereal with marshmallows ,United States,Louts Group,Additive; erythrosine (127) not permitted in this food,,none,FSC 1.3.1,Surveillance,Composition,,,,,,,,,
1478,2022-11-17,Salted anchovies,Philippines,Pixcel Transglobal Food Inc,Histamine,,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,249.0,
1479,2022-11-17,Raw prawns tail off,Vietnam,Tacvan Frozen Seafood Processing Export Company (Tacvan Seafoods Co),Enrofloxacin,,mg/kg,FSC 1.4.2,Surveillance,Fluoroquinolones,,,,,,,,0.002,
1480,2022-11-21,Kelp sheet,Japan,Yamato Takahashi Co Ltd (Japan),Iodine,,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,2800.0,
1481,2022-11-22,Fruit flavoured chews,South Africa,Mister Sweet Pty Ltd,Additive; erythrosine (E127) not permitted in this food,,none,FSC 1.3.1,Surveillance,Composition,,,,,,,,,
1482,2022-11-22,Malt drinks,India,Hindustan Unilever Ltd,Additive; selenium & copper not permitted in this food,,none,FSC 1.3.2,Surveillance,Composition,,,,,,,,,
1483,2022-11-23,Flavoured soft drink (fruit yoghurt drink),China,Shenzhen Bright Of Industry Development Co,Vitamin E & vitamin B3 not permitted in this food,,none,FSC 1.3.2,Surveillance,Composition,,,,,,,,,
1484,2022-11-28,Toma san sebastiano cheese,Italy,Luigi Guffanti 1876 Srl,Listeria,,g,CHE 07/2018,Risk,Not Applied,,,,,,,,125.0,
1485,2022-11-28,Peanut butter,Sierra Leone,Binta Saadu Investment,the food is unfit for human consumption,,none,Imported Food Control Act section 3(2),Risk,Visual,,,,,,,,,
1486,2022-11-28,Roasted & salted pistachio,Turkey,Seyran Gida San Ve Tic As (Denizli Turkey),Aflatoxin,,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,0.021,
1487,2022-09-29,Birthday cake flavoured cereal,Canada,Post Foods Canada Inc,Additive; Erythrosine (E127) not permitted in this food,,none,FSC 1.3.1,Surveillance,Composition,,,,,,,,,
1488,2022-12-01,Frozen spinach,China,"Shanghai Shanzun Food Co., Ltd",Paclobutrazol not permitted in the food,,mg/kg,FSC 1.4.2,Surveillance,Fruit & vegetable residue screen,,,,,,,,0.03,
1489,2022-12-02,Candy,United States of America,Lnt Food Products Inc,Additive; Sodium benzoate not permitted in this food,,none,FSC 1.3.1,Surveillance,Composition,,,,,,,,,
1490,2022-12-02,Hot & spicy rice noodle soup bowl,Republic of Korea,"Baekje Corporation Co.,Ltd",compliant BSE certification provided,,none,BEF 11/2018,Risk,Non,,,,,,,,,
1491,2022-12-05,Soft gummy candies,Italy,Hancocks (United Kingdom),Additive; Colour E131 not permitted in this food,,none,FSC 1.3.1,Surveillance,Composition,,,,,,,,,
1492,2022-12-07,Toor daal,Myanmar,Ays Mfg Co Ltd,Chlorpyrifos,,mg/kg,FSC 1.4.2,Surveillance,Fruit & vegetable residue screen,,,,,,,,0.03,
1493,2022-12-09,Toor daal,Myanmar,Ays Mfg Co Ltd,Chlorpyrifos,,mg/kg,FSC 1.4.2,Surveillance,Fruit & vegetable residue screen,,,,,,,,0.02,
1494,2022-12-09,Sesame seasoning  ,Japan,Toho Shokuhin,Additive; Gardenia yellow colour not permitted in this food,,none,FSC 1.3.1,Risk,Composition,,,,,,,,,
1495,2022-12-09,Peanut candy,Sri Lanka,Derana Marketing Services Pvt Ltd,Aflatoxin,,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,0.054,
1496,2022-12-14,Tahini halva,Islamic Replubic of Iran,Konjed Lale,Salmonella,,g,SES 05/2014,Risk,Not Applied,,,,,,,,125.0,
1497,2022-12-14,Tahini sesame paste,Islamic Replubic of Iran,Kambiz Co,Salmonella,,g,SES 05/2014,Risk,Not Applied,,,,,,,,125.0,
1498,2022-12-16,Anatto seeds,Vietnam,Dong Phuong Vinafood Trading Co. Ltd (Vietnam),mould/fungus growth on food,,none,Imported Food Control Act section 3(2),Surveillance,The food is not suitable for its reasonable intended use,,,,,,,,,
1499,2022-12-16,Cream crackers,Malaysia,Mondelez Malaysia Sales Snd Bhd,Iodine,,none,FSC 1.3.2,Surveillance,Composition,,,,,,,,,
1500,2022-12-19,Kashmiri chilli powder,India,Pramukh Food Exports Pvt Ltd,Salmonella,,g,SPI 06/2019,Risk,Not Applied,,,,,,,,125.0,
1501,2022-12-20,Fresh baby corn,Thailand,C.K.K. Food Limited Partnership,Escherichia coli detected in excess of levels permitted,,mpn/g,Imported Food Control Act section 3(2),Surveillance,Not Applied,,,,,,,,10.0,
1502,2022-12-20,Cream crackers,Malaysia,Mondelez Malaysia Sales Snd Bhd,Iodine,,none,FSC 1.3.2,Surveillance,Composition,,,,,,,,,
1503,2022-12-22,Oyster,China,Easy Well (China) Ltd,Escherichia coli detected in excess of levels permitted,,mpn/g,MOL 12/2021,Risk,Not Applied,,,,,,,,110.0,
1504,2022-12-23,Chilli powder,India,Mahashian De Hatti Limited,Salmonella,,g,SPI 06/2019,Risk,Not Applied,,,,,,,,125.0,
1505,2022-12-29,Vermicelli,India,Bhatia Kakaar Enterprises,Vitamin B1,,none,FSC 1.3.2,Surveillance,Composition,,,,,,,,,
1506,2022-12-29,Macaroni,India,Bhatia Kakaar Enterprises,Vitamin B1,,none,FSC 1.3.2,Surveillance,Composition,,,,,,,,,
1507,2022-12-29,Breakfast cereal,South Africa,Future Life,"Vitamin B5, B12, H, K & Chromium not permitted in this food",,none,FSC 1.3.2,Surveillance,Composition,,,,,,,,,
1508,2022-12-30,Soya bean curd,Vietnam,T&Z Trading Service Production Company,Bacillus cereus,,cfu/g,Imported Food Control Act Section 3(2),Surveillance,Not Applied,,,,,,,,1000.0,
1509,2022-12-30,Soya bean curd,Vietnam,T&Z Trading Service Production Company,Bacillus cereus,,cfu/g,Imported Food Control Act Section 3(2),Surveillance,Not Applied,,,,,,,,13000.0,
1510,2023-01-03,Giant taro (Alocasia macrorrhiza),Tonga,Salome Lousiale,Prohibited plant,,none,FSC 1.4.4,Risk,Composition,,,,,,,,,
1511,2023-01-03,Chicken nuggets made from plants,United States of America,Impossible Foods Inc,Calcium Pantothenate (Vitamin B5) not permitted in this food,,none,FSC 1.3.2,Surveillance,Composition,,,,,,,,,
1512,2023-01-05,Smoked dried fish mgebuka,United Republic of Tanzania,Banyenzeko Fish Export,goods infested with flies/maggots,,none,Imported Food Control Act Section 3(2),Risk,The food is not suitable for its reasonable intended use,,,,,,,,,
1513,2023-01-06,Dried herring,Philippines,Pixcel Transglobal Food Inc,Histamine,,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,420.0,
1514,2023-01-09,Kashmiri chilli powder,India,Popular Food Products,Salmonella,,g,SPI 06/2019,Risk,Not Applied,,,,,,,,125.0,
1515,2023-01-11,Anchovies rolled with capers,Italy,Daidone Srl,Histamine,,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,370.0,
1516,2023-01-11,Anchovy fillets,Italy,Daidone Srl,Histamine,,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,2500.0,
1517,2023-01-11,Fresh onion flower,China,Shandong Super Food Co Ltd,Cyhalothrin,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,,,,,,,,0.37,
1518,2023-01-11,Fresh onion flower,China,Shandong Super Food Co Ltd,Iprodione detected in excess of MRL,,mg/kg,FSC 1.4.2,Surveillance,Not Applied,,,,,,,,1.62,
1519,2023-01-11,Fresh onion flower,China,Shandong Super Food Co Ltd,Procymidone detected in excess of MRL,,mg/kg,FSC 1.4.2,Surveillance,Not Applied,,,,,,,,0.24,
1520,2023-01-24,Gutted headless walking catfish,Vietnam,Tan Thanh Loi Frozen Food Co Ltd,Ciprofloxacin not permitted in this food,,mg/kg,FSC 1.4.2,Surveillance,Fluoroquinolones,,,,,,,,0.005,
1521,2023-01-24,Gutted headless walking catfish,Vietnam,Tan Thanh Loi Frozen Food Co Ltd,Enrofloxacin,,mg/kg,FSC 1.4.2,Surveillance,Not Applied,,,,,,,,0.002,
1522,2023-01-24,Dried oysters,Republic of Korea,Pasaraya Loong Fuat Sdn Bhd,Non permitted import,,none,MOL 12/2021,Risk,Not Applied,,,,,,,,,
1523,2023-01-25,Chicken-flavoured noodle snack,Indonesia,PT. Mitra Asia Synergy,Pantothenic acid,,none,FSC 1.3.2,Surveillance,Composition,,,,,,,,,
1524,2023-01-25,Fresh snow pea,China,Yongzhou Yuanyuanxing Agriculture Technology Co Ltd,Difenoconazole,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,,,,,,,,0.112,
1525,2023-01-27,Peanut ball,India,M H Foods,Aflatoxin,,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,0.075,
1526,2023-01-30,Peanut chikki,India,Fresh Jasmines Export And Import Pvt Ltd,Aflatoxin,,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,0.04,
1527,2023-01-31,Giant taro- (Alocasia macrorrhiza),Tonga,Tupou Fresh Produce Ltd,Prohibited plant,,none,FSC 1.4.4,Risk,Composition,,,,,,,,,
1528,2023-01-31,Dried seer fish,Sri Lanka,Foreconns Canneries (Beruwelaq Sri Lanka),Histamine,,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,740.0,
1529,2023-01-31,Giant taro,Tonga,Nikola Latu,Prohibited plant,,none,FSC 1.4.4,Risk,Composition,,,,,,,,,
1530,2023-01-31,Green sultanas,India,S.S. Enterprises,Acephate,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,,,,,,,,0.14,
1531,2023-01-31,Green sultanas,India,S.S. Enterprises,Carbendazim,,mg/kg,FSC 1.4.2,Surveillance,Not Applied,,,,,,,,3.4,
1532,2023-01-31,Cambodge fruit (Garcinia cambogia),India,Eastern Condiments Pvt Ltd,2,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,,,,,,,,0.25,
1533,2023-02-01,Anchovy fish,Vietnam,Thuan Thien Producing Trading Limited Co,Histamine,,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,245.0,
1534,2023-02-02,Californian pistachio kernels ,China,CHK Trading Co. Ltd.,Aflatoxin,,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,0.02,
1535,2023-02-02,"Kelp shreds, slices & knots",China,Fujian Province Fuzhou Hailin Food Co Ltd,Iodine,,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,3300.0,
1536,2023-02-02,"Kelp shreds, slices & knots",China,Fujian Province Fuzhou Hailin Food Co Ltd,Iodine,,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,1300.0,
1537,2023-02-02,"Kelp shreds, slices & knots",China,Fujian Province Fuzhou Hailin Food Co Ltd,Iodine,,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,1800.0,
1538,2023-02-03,Red wine and garlic sprinkle,South Africa,Flippen Lekka Spice,additive; Erythrosine (E127),,none,FSC 1.3.1,Surveillance,Composition,,,,,,,,,
1539,2023-02-03,Fruit flavoured candy,South Africa,Mister Sweet Pty Ltd,additive; Erythrosine (E127),,none,FSC 1.3.1,Surveillance,Composition,,,,,,,,,
1540,2023-02-06,Giant taro,Tonga,Vea Imports Exports Services Tonga,Prohibited plant,,none,FSC 1.4.4,Risk,Composition,,,,,,,,,
1541,2023-02-06,Fruit flavoured candy,South Africa,Mister Sweet Pty Ltd,additive; Erythrosine (E127),,none,FSC 1.3.1,Surveillance,Composition,,,,,,,,,
1542,2023-02-06,Frozen chopped spinach,India,Rutu Agro Food Cold Storage,Chlorpyrifos,,mg/kg,FSC 1.4.2,Surveillance,Fruit & vegetable residue screen,,,,,,,,0.13,
1543,2023-02-06,Frozen chopped spinach,India,Rutu Agro Food Cold Storage,Chlorpyrifos,,mg/kg,FSC 1.4.2,Surveillance,Fruit & vegetable residue screen,,,,,,,,0.12,
1544,2023-02-06,Frozen chopped spinach,India,Rutu Agro Food Cold Storage,Carbendazim,,mg/kg,FSC 1.4.2,Surveillance,Not Applied,,,,,,,,0.06,
1545,2023-02-08,Spinach,India,Global Gourmet Pvt Ltd,Chlorpyrifos,,mg/kg,FSC 1.4.2,Surveillance,Fruit & vegetable residue screen,,,,,,,,0.02,
1546,2023-02-08,Frozen whole strawberries,China,"Nanjing Greenimex Co.,Ltd",Procymidone detected in excess of MRL,,mg/kg,FSC 1.4.2,Risk,Fruit & vegetable residue screen,,,,,,,,0.1,
1547,2023-02-15,Baby corn,Thailand,C.K.K. Food Limited Partnership,Escherichia coli detected in excess of levels permitted,,mpn/g,Imported Food Control Act Section 3(2),Surveillance,Not Applied,,,,,,,,10.0,
1548,2023-02-16,Dried seaweed,Republic of Korea,Seyang Co Ltd,Iodine,,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,3480.0,
1549,2023-02-17,Taiwan fine rice,Taiwan,Tai Fung Trading Co Ltd,bags found with an odour and discolouration,,none,Imported Food Control Act Section 3(2),Surveillance,The food is not suitable for its reasonable intended use,,,,,,,,,
1550,2023-02-20,Baby corn,Thailand,C.K.K. Food Limited Partnership,Escherichia coli detected in excess of levels permitted,,mpn/g,Imported Food Control Act Section 3(2),Surveillance,Not Applied,,,,,,,,9.0,
1551,2023-02-22,Sweet peanut bar,Sri Lanka,Coco Ceylon Exports (Pvt) Ltd.,Aflatoxin,,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,0.015,
1552,2023-02-23,Dried headless anchovy fillet,Myanmar,"Precious Silver Sea Group Co., Ltd.",Histamine,,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,350.0,
1553,2023-02-23,Spinach,India,Global Gourmet Pvt Ltd,Chlorpyrifos,,mg/kg,FSC 1.4.2,Surveillance,Fruit & vegetable residue screen,,,,,,,,0.31,
1554,2023-02-24,Peanut butter,Philippines,Newborn Food Products (Philippines),Aflatoxin,,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,0.014,
1555,2023-02-24,Dried betel nuts,Myanmar,City Winner Co Ltd,Prohibited plant,,none,FSC 1.4.4,Risk,Composition,,,,,,,,,
1556,2023-02-27,Vannamei prawn cooked ,Vietnam,Seavina Joint Stock Company,Listeria,,g,CRU 11/2020,Risk,Not Applied,,,,,,,,125.0,
1557,2023-02-28,Peanut candy bar,India,Malabar Natural Foods Pvt Ltd,Aflatoxin,,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,0.031,
1558,2023-03-01,BBQ flavoured snack,Philippines,Nutritive Snacks Corp,additive; Erythrosine (E127) not permitted in this food,,none,FSC 1.3.1,Surveillance,Composition,,,,,,,,,
1559,2023-03-01,Chocolate-filled snack,Philippines,Stateline Snack Food Corporation,additive; Erythrosine (E127) not permitted in this food,,none,FSC 1.3.1,Surveillance,Composition,,,,,,,,,
1560,2023-03-01,Chilli powder,India,Mahashian De Hatti Limited,Salmonella,,g,SPI 06/2019,Risk,Not Applied,,,,,,,,125.0,
1561,2023-03-01,Long bean,Fiji,Labasa Farm Fresh,Acephate,,mg/kg,FSC 1.4.2,Surveillance,Fruit & vegetable residue screen,,,,,,,,0.37,
1562,2023-03-02,Dried monkfruit (Momordica grosvenorii),China,Hong Kong Sing Hung Food Co,Iprodione detected in excess of MRL,,mg/kg,FSC 1.4.2,Surveillance,Fruit & vegetable residue screen,,,,,,,,0.12,
1563,2023-03-03,Black pepper wafer,India,Raj International,additive; Sodium benzoate (E211) not permitted in this food,,none,FSC 1.3.1,Surveillance,Composition,,,,,,,,,
1564,2023-03-03,Light soy sauce,Thailand,Nguan Chiang Food Industry Co Ltd (Thailand),Iodine,,none,FSC 1.3.2,Surveillance,Composition,,,,,,,,,
1565,2023-03-03,Kuli-kuli peanut cakes,Nigeria,Adexshine Global Services,Aflatoxin,,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,0.14,
1566,2023-03-06,Frozen sliced coconut,India,Aerath Business Corporation,Salmonella,,g,Imported Food Control Act 1992 section 3(2),Surveillance,Not Applied,,,,,,,,250.0,
1567,2023-03-06,Pepper white ground,India,Nishant Export (India),Salmonella,,g,SPI 06/2019,Risk,Not Applied,,,,,,,,125.0,
1568,2023-03-07,Flavoured roasted peanuts,China,Foshan City Shunde District Ronggui Guangjilong Foodstuff Co Ltd,Aflatoxin,,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,0.017,
1569,2023-03-07,Roasted salted peanuts,India,Jabsons Foods (India),Aflatoxin,,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,0.019,
1570,2023-03-07,Dried fish seer (Spanish mackerel),Sri Lanka,Derana Marketing Services Pvt Ltd,Histamine,,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,720.0,
1571,2023-03-08,Frozen basa steak,Vietnam,Europe Joint Stock Company,Enrofloxacin,,mg/kg,FSC 1.4.2,Surveillance,Fluoroquinolones,,,,,,,,0.003,
1572,2023-03-08,Frozen rosella leaves,Thailand,Bangkok Dehydrated Marine Product Co Ltd ,Carbendazim,,mg/kg,FSC 1.4.2,Surveillance,Fruit & vegetable residue screen,,,,,,,,0.14,
1573,2023-03-10,Giant taro,Tonga,Sione Nuku Kata,prohibited plant; Alocasia macrorrhiza,,none,FSC 1.4.4,Risk,Composition,,,,,,,,,
1574,2023-03-10,Jojoba-jojube -fruit,Islamic Replubic of Iran,Green Bay,Propargite not permitted in this food,,mg/kg,FSC 1.4.2,Surveillance,Fruit & vegetable residue screen,,,,,,,,0.09,
1575,2023-03-10,Indian raisins,India,Sri Durga Imports and Exports,Carbendazim,,mg/kg,FSC 1.4.2,Surveillance,Fruit & vegetable residue screen,,,,,,,,1.28,
1576,2023-03-10,Betel nut,India,Visnukumar (India),prohibited plant; Betel nut (Areca catechu),,none,FSC 1.4.4,Risk,Composition,,,,,,,,,
1577,2023-03-13,Flavoured roasted peanuts,India,Jabsons Foods (India),Aflatoxin,,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,0.071,
1578,2023-03-13,Giant taro,Tonga,Uata Trading,prohibited plant; Alocasia macrorrhiza,,none,FSC 1.4.4,Risk,Composition,,,,,,,,,
1579,2023-03-14,Fish ambulthiyal,Sri Lanka,Derana Marketing Services Pvt Ltd,Histamine,,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,400.0,
1580,2023-03-17,Red dragon fruit,Vietnam,Fine Fruit Asia Co. Ltd,Permethrin detected in excess of MRL,,mg/kg,FSC 1.4.2,Surveillance,Fruit & vegetable residue screen,,,,,,,,0.17,
1581,2023-03-20,Cocoa powder,Japan,Morinaga & Co Ltd,Niacin,,none,FSC 1.3.2,Surveillance,Composition,,,,,,,,,
1582,2023-03-21,Frozen minced crab,Vietnam,Cong Ty Tnhh Thuy San Duc Thanh,Nitrofurazone,,mg/kg,FSC 1.4.2,Surveillance,Nitrofurans,,,,,,,,0.013,
